Country,State,Confirmed,Deaths,Recovered,Date
Russia,California,69916.0,766.0,50891.0,2020-11-19
Germany,Florida,29343.0,2680.0,12198.0,2022-05-07
Brazil,Moscow,70306.0,3761.0,2865.0,2020-05-11
Italy,Paris,6829.0,,43872.0,2021-06-04
Spain,Karnataka,35381.0,477.0,44634.0,2020-01-30
United Kingdom,Karnataka,82081.0,1504.0,38323.0,2021-09-18
Mexico,London,19263.0,,2449.0,2020-10-27
United States,Texas,54260.0,911.0,49896.0,2020-01-04
Spain,Florida,44306.0,682.0,,2020-11-20
Mexico,Maharashtra,,448.0,57447.0,2021-05-23
Brazil,California,59418.0,4232.0,,2020-08-24
Spain,Berlin,91898.0,2086.0,64465.0,2021-06-18
Russia,Berlin,1148.0,454.0,17008.0,2020-01-16
Spain,Karnataka,2754.0,975.0,46092.0,2021-06-17
United States,Maharashtra,,3800.0,2419.0,2022-09-23
Brazil,Berlin,73914.0,473.0,,2021-08-06
United Kingdom,New York,,2208.0,10117.0,2022-03-26
Germany,New York,21140.0,2297.0,33798.0,2021-03-21
India,Texas,75907.0,3775.0,7429.0,2022-09-19
United States,Maharashtra,61653.0,3186.0,14956.0,2021-05-17
Mexico,New York,93535.0,4018.0,38424.0,2022-08-13
Brazil,New York,62521.0,3514.0,24740.0,2020-08-17
Russia,Karnataka,79315.0,922.0,9728.0,2020-04-16
France,Berlin,32075.0,506.0,22186.0,2021-12-20
Brazil,Texas,31697.0,1473.0,12420.0,2021-01-23
Mexico,Florida,,4263.0,7932.0,2021-12-20
India,Moscow,10795.0,4277.0,64075.0,2020-09-19
India,California,65555.0,503.0,34410.0,2021-07-16
Italy,California,53204.0,1436.0,30726.0,2020-03-05
Germany,Paris,70754.0,1702.0,59599.0,2020-09-21
Mexico,Moscow,65860.0,1803.0,18513.0,2020-12-03
India,Moscow,52529.0,2733.0,21946.0,2020-10-27
Italy,California,12672.0,668.0,63009.0,2021-01-12
Italy,California,55238.0,,1057.0,2020-06-23
Italy,Florida,97578.0,4472.0,31166.0,2022-08-20
Brazil,Maharashtra,36950.0,559.0,37889.0,2020-05-31
Italy,Maharashtra,12009.0,652.0,,2021-04-20
United States,Florida,,4360.0,25078.0,2020-09-22
Mexico,Berlin,20544.0,217.0,10096.0,2020-11-24
United States,Moscow,56728.0,2507.0,58000.0,2022-08-30
France,London,30381.0,4200.0,10629.0,2022-03-26
India,Moscow,26287.0,1893.0,63894.0,2020-06-11
Germany,Paris,,,66546.0,2021-03-13
Italy,California,69122.0,,12096.0,2020-12-08
Russia,Moscow,69184.0,771.0,65855.0,2021-01-01
Russia,California,41081.0,199.0,13474.0,2021-04-09
India,Moscow,84637.0,,67173.0,2022-01-19
France,Paris,46312.0,1456.0,22318.0,2020-07-17
Russia,Berlin,88228.0,,43746.0,2021-05-14
United States,London,,1673.0,56098.0,2020-01-16
Spain,New York,83790.0,1845.0,3154.0,2022-03-31
Brazil,Florida,81770.0,4238.0,34258.0,2020-10-22
United Kingdom,Florida,53726.0,4160.0,24704.0,2022-05-17
Russia,London,23211.0,4070.0,35428.0,2021-05-25
Germany,Moscow,30480.0,4615.0,54109.0,2022-02-26
Italy,New York,48780.0,4775.0,,2022-09-10
Germany,Paris,58138.0,,10836.0,2020-08-26
Mexico,Maharashtra,91382.0,1699.0,47537.0,2021-08-03
Brazil,Moscow,43503.0,1326.0,16706.0,2020-10-27
United States,Berlin,58893.0,4839.0,35331.0,2020-01-06
France,California,47193.0,3196.0,44063.0,2020-08-07
Brazil,Texas,62358.0,4030.0,18861.0,2022-02-04
United Kingdom,Moscow,81857.0,,41835.0,2021-03-28
Spain,Texas,79182.0,1155.0,26316.0,2021-03-08
Russia,Moscow,23117.0,4404.0,16119.0,2022-03-17
France,London,60056.0,570.0,27319.0,2022-05-19
France,Texas,,1922.0,,2021-01-20
Russia,Moscow,71429.0,1874.0,9298.0,2021-09-10
Russia,Florida,10476.0,306.0,,2020-10-21
Russia,Texas,83806.0,2419.0,50195.0,2020-04-27
Russia,Moscow,56006.0,2646.0,33247.0,2021-02-08
Russia,Maharashtra,88238.0,1471.0,21682.0,2021-11-10
France,California,70918.0,4302.0,9915.0,2022-09-23
India,Maharashtra,64155.0,2278.0,11585.0,2022-02-01
India,New York,68321.0,1004.0,15508.0,2021-08-16
Germany,Moscow,46798.0,17.0,18952.0,2021-07-19
India,Karnataka,78271.0,2601.0,64575.0,2022-01-21
United Kingdom,Berlin,31177.0,2525.0,8620.0,2022-05-27
India,Maharashtra,97248.0,4425.0,64885.0,2020-01-12
France,Texas,83215.0,1427.0,18670.0,2020-07-27
Russia,London,44013.0,2326.0,16759.0,2020-06-13
Italy,Berlin,83600.0,3942.0,22599.0,2022-05-27
Italy,Karnataka,97099.0,,10149.0,2020-10-20
United Kingdom,Paris,54450.0,2854.0,59758.0,2022-06-29
Mexico,Moscow,99628.0,1128.0,41537.0,2021-06-02
France,London,,562.0,12305.0,2020-03-18
United States,Moscow,93403.0,670.0,43647.0,2021-03-09
Brazil,New York,,725.0,46553.0,2021-07-30
Germany,Karnataka,86038.0,3595.0,11485.0,2021-09-05
United States,Moscow,1760.0,3771.0,12891.0,2022-08-20
France,Texas,25142.0,2539.0,5361.0,2022-05-18
India,New York,,3980.0,64082.0,2022-03-22
Russia,Florida,72035.0,3417.0,52428.0,2022-03-09
United States,Paris,,1468.0,34864.0,2021-11-13
Brazil,Karnataka,57921.0,3277.0,43423.0,2020-03-17
Mexico,California,20797.0,864.0,8419.0,2020-02-17
Italy,London,33535.0,4770.0,,2022-02-05
Mexico,Maharashtra,,3547.0,47896.0,2020-03-22
Brazil,Moscow,481760.0,1907.0,35340.0,2022-06-13
Russia,London,17105.0,,42755.0,2021-12-21
India,London,,4097.0,8676.0,2020-07-27
Brazil,California,,1282.0,34029.0,2021-03-20
Germany,California,43029.0,4384.0,56906.0,2022-08-28
Brazil,New York,168630.0,,13441.0,2021-08-18
France,Karnataka,79097.0,825.0,2169.0,2021-06-05
India,Texas,11447.0,4381.0,45359.0,2020-01-29
Russia,Paris,97160.0,932.0,56286.0,2020-10-30
Italy,California,,4747.0,51583.0,2022-09-20
Italy,California,78947.0,,40576.0,2021-04-09
Brazil,Maharashtra,86001.0,4877.0,20823.0,2021-05-16
France,Florida,20642.0,1274.0,,2021-03-21
United States,California,97798.0,3734.0,,2021-09-19
Mexico,Florida,96899.0,2797.0,50855.0,2021-05-04
Mexico,New York,68643.0,2732.0,45232.0,2022-02-19
Mexico,Texas,8928.0,4233.0,9211.0,2021-03-03
United States,London,49002.0,2560.0,63579.0,2021-07-12
France,California,85853.0,2959.0,8404.0,2020-12-24
Mexico,Moscow,26017.0,1683.0,64533.0,2022-08-17
Germany,Florida,80064.0,4597.0,55596.0,2020-03-31
United States,Maharashtra,,3102.0,3593.0,2020-02-22
United States,Paris,2559.0,2848.0,25418.0,2021-12-30
Russia,Maharashtra,51893.0,1676.0,63136.0,2022-05-09
Russia,California,16167.0,,,2021-08-11
India,Karnataka,81879.0,2205.0,9894.0,2020-07-22
Germany,London,39598.0,1394.0,13780.0,2021-07-09
Germany,Texas,,4413.0,36803.0,2020-06-04
India,Moscow,50777.0,3964.0,,2020-01-02
Germany,Karnataka,29439.0,2909.0,61195.0,2020-12-22
United Kingdom,Maharashtra,82060.0,70.0,68949.0,2022-04-04
Spain,Florida,14285.0,3957.0,26265.0,2021-07-22
Mexico,Florida,11973.0,2300.0,2840.0,2022-03-12
Russia,Karnataka,23694.0,482.0,38557.0,2022-09-09
India,Florida,36774.0,968.0,,2020-02-27
India,Maharashtra,5302.0,,58488.0,2020-09-10
Germany,Karnataka,,503.0,15525.0,2020-06-28
United States,Maharashtra,5611.0,91.0,7645.0,2021-05-07
Italy,Moscow,10372.0,4984.0,56297.0,2021-10-30
Brazil,London,25312.0,2980.0,42223.0,2020-02-04
Brazil,Paris,15080.0,21.0,5330.0,2020-03-15
India,Moscow,81618.0,4554.0,24430.0,2022-08-01
Mexico,Moscow,97213.0,771.0,24252.0,2020-10-15
United Kingdom,Florida,21874.0,3195.0,62540.0,2021-01-05
Mexico,California,63537.0,35.0,68196.0,2021-08-09
India,Berlin,74914.0,1816.0,65148.0,2020-11-24
Mexico,Florida,2597.0,4167.0,55530.0,2021-08-12
Russia,California,12600.0,4334.0,57315.0,2022-02-05
Mexico,Maharashtra,,4712.0,36190.0,2022-02-15
Germany,Berlin,80415.0,3669.0,58423.0,2022-09-25
Germany,Florida,,1535.0,37072.0,2020-10-30
United Kingdom,Berlin,25815.0,770.0,54530.0,2021-08-01
Russia,Berlin,85500.0,604.0,68404.0,2020-08-08
Italy,New York,95348.0,1065.0,,2022-09-05
United States,London,25714.0,,6108.0,2020-06-12
Russia,New York,19890.0,,46167.0,2021-04-24
France,California,62509.0,3926.0,56047.0,2021-03-30
Spain,Texas,62824.0,3685.0,22985.0,2021-01-09
India,Karnataka,5725.0,2058.0,10362.0,2020-08-07
France,Paris,44205.0,1468.0,58060.0,2021-11-14
United Kingdom,Texas,21684.0,1229.0,28915.0,2020-09-10
France,Karnataka,92861.0,,,2021-12-22
Germany,California,58911.0,4191.0,19823.0,2020-07-06
Mexico,California,99078.0,1509.0,53714.0,2020-07-09
United States,Maharashtra,14092.0,1840.0,18497.0,2021-01-23
Brazil,Paris,96918.0,3405.0,57503.0,2020-08-02
India,London,40770.0,1213.0,4179.0,2021-01-09
Brazil,Berlin,26457.0,4280.0,40808.0,2020-03-26
Mexico,New York,72667.0,2820.0,40342.0,2021-04-18
Germany,New York,91751.0,3102.0,65908.0,2021-09-09
Germany,California,63894.0,3054.0,54438.0,2022-04-23
Mexico,New York,62305.0,4683.0,6195.0,2022-03-18
India,California,13612.0,3524.0,58999.0,2021-06-14
Brazil,Berlin,79627.0,1808.0,23882.0,2020-02-16
Russia,California,38089.0,2585.0,14735.0,2020-03-05
Germany,Maharashtra,,154.0,62723.0,2022-08-20
Brazil,London,53137.0,,2866.0,2021-04-19
Italy,Moscow,1559.0,3936.0,27967.0,2020-05-25
Brazil,Florida,67249.0,1387.0,59816.0,2022-08-03
Italy,London,38361.0,3156.0,7264.0,2022-03-08
Italy,London,81720.0,1835.0,62336.0,2021-01-16
Germany,Texas,16261.0,803.0,32423.0,2020-03-06
India,Paris,21372.0,1611.0,16792.0,2021-05-31
United Kingdom,Paris,,4424.0,2114.0,2020-04-02
Germany,Karnataka,,1120.0,21439.0,2022-05-14
India,Florida,99560.0,4063.0,19300.0,2021-03-01
India,Berlin,58920.0,4803.0,56940.0,2021-04-12
France,Moscow,33544.0,3947.0,23746.0,2020-04-03
Mexico,Moscow,1037.0,3973.0,53305.0,2021-09-09
Mexico,Paris,44032.0,4952.0,50148.0,2020-05-12
Mexico,London,79233.0,792.0,,2021-03-09
Spain,Maharashtra,42420.0,1126.0,,2020-12-06
Germany,Karnataka,98243.0,1760.0,30264.0,2020-11-09
India,California,92552.0,,32970.0,2021-08-13
France,Karnataka,35600.0,4037.0,39001.0,2020-07-30
Italy,Texas,49285.0,3346.0,57707.0,2021-06-03
United Kingdom,Karnataka,63008.0,4397.0,62657.0,2020-06-07
United Kingdom,London,90520.0,1497.0,3716.0,2020-09-24
Italy,Berlin,6167.0,,22572.0,2021-10-22
Brazil,London,1432.0,3641.0,37632.0,2022-05-11
Brazil,Paris,70687.0,4202.0,18361.0,2022-08-15
Mexico,Berlin,72947.0,3968.0,64686.0,2021-08-25
Germany,New York,97324.0,3407.0,5460.0,2022-01-17
Spain,Berlin,,83.0,19281.0,2021-04-18
France,Karnataka,93159.0,1369.0,31626.0,2022-03-11
United Kingdom,Karnataka,55149.0,1101.0,23078.0,2021-02-13
Mexico,Karnataka,88640.0,4863.0,18383.0,2021-04-18
United States,New York,57768.0,1951.0,30282.0,2020-12-21
Mexico,Paris,61184.0,3158.0,,2021-11-10
United States,California,66792.0,4313.0,17479.0,2020-07-11
Russia,Florida,34439.0,1254.0,34246.0,2021-11-29
India,Paris,34257.0,1295.0,66766.0,2020-09-27
Italy,Karnataka,45674.0,4515.0,556.0,2020-04-23
India,Paris,52248.0,3046.0,31957.0,2022-06-15
Mexico,Texas,84602.0,780.0,2743.0,2021-06-06
India,Moscow,,1853.0,55531.0,2020-02-24
France,Moscow,99282.0,83.0,2201.0,2022-02-08
Russia,Florida,68996.0,1670.0,56881.0,2020-03-05
Spain,Florida,38297.0,4359.0,50938.0,2022-09-17
Russia,California,55273.0,,66983.0,2021-11-14
United Kingdom,Texas,62256.0,3828.0,21005.0,2020-09-28
France,London,35743.0,,7053.0,2021-05-16
India,Paris,69752.0,1431.0,34025.0,2021-10-23
Spain,Berlin,80803.0,3665.0,44848.0,2020-12-27
India,Berlin,76117.0,4941.0,7773.0,2020-05-25
Germany,London,71051.0,1701.0,64736.0,2022-07-31
Germany,Moscow,23076.0,,4035.0,2020-07-27
Brazil,London,76312.0,4418.0,,2020-10-12
Russia,Paris,88483.0,237.0,1408.0,2020-01-10
Spain,Texas,3963.0,2891.0,35579.0,2022-01-08
Germany,Karnataka,73322.0,4963.0,49823.0,2020-07-04
Brazil,New York,14866.0,2875.0,45820.0,2021-07-27
France,Karnataka,33305.0,2585.0,46605.0,2021-08-19
Spain,New York,63403.0,4532.0,30664.0,2021-04-08
Brazil,Berlin,83896.0,474.0,2385.0,2020-05-13
Italy,Florida,33813.0,287.0,58319.0,2022-04-14
Spain,Paris,67729.0,4124.0,,2022-03-19
Mexico,Karnataka,61686.0,75.0,53781.0,2020-06-19
Brazil,London,5512.0,4272.0,43771.0,2020-07-31
India,Texas,23666.0,412.0,,2022-08-30
Mexico,Texas,17630.0,3993.0,66851.0,2021-06-13
Italy,Moscow,75519.0,4514.0,,2022-04-05
Germany,Texas,1636.0,3488.0,58597.0,2021-05-16
United States,Texas,4775.0,3454.0,,2021-07-25
Brazil,Florida,68957.0,4702.0,25537.0,2021-08-22
France,London,65591.0,,36507.0,2020-01-27
Brazil,Berlin,79561.0,3049.0,27778.0,2020-03-08
United States,Texas,75816.0,1447.0,8772.0,2022-02-28
Italy,Berlin,12351.0,438.0,57683.0,2021-02-11
Italy,Florida,56184.0,2692.0,38794.0,2021-07-05
Mexico,Texas,96707.0,2787.0,63009.0,2020-04-18
Spain,Paris,70180.0,3388.0,5194.0,2020-03-14
France,Moscow,82678.0,402.0,58650.0,2021-07-31
Mexico,Karnataka,74309.0,4551.0,67970.0,2021-11-10
France,Paris,95002.0,351.0,22056.0,2020-09-18
France,Maharashtra,11778.0,142.0,64971.0,2021-01-02
United States,California,13501.0,274.0,50355.0,2022-02-24
Mexico,Texas,3108.0,4198.0,49586.0,2022-04-28
France,Berlin,95905.0,1695.0,19407.0,2022-05-19
United Kingdom,California,37382.0,1444.0,48987.0,2020-08-24
United States,New York,92354.0,1670.0,29658.0,2021-12-27
Italy,Texas,76787.0,3827.0,20793.0,2020-12-31
United States,Maharashtra,24341.0,2364.0,46261.0,2020-10-12
India,Florida,78214.0,275.0,,2021-01-12
India,Moscow,15367.0,4751.0,41250.0,2021-10-22
France,Maharashtra,,1146.0,,2022-04-09
Mexico,Berlin,70868.0,,,2022-06-24
Italy,Florida,13002.0,4936.0,6094.0,2021-01-10
United States,Karnataka,86820.0,1400.0,2960.0,2021-09-10
Mexico,Florida,60949.0,1122.0,55198.0,2021-10-14
United States,Texas,16700.0,2244.0,16691.0,2020-03-16
United States,California,80305.0,2876.0,11029.0,2020-01-09
United Kingdom,California,63543.0,,,2020-07-14
India,Berlin,30318.0,2189.0,18175.0,2022-03-17
United States,Florida,90859.0,4977.0,43658.0,2022-03-02
United Kingdom,Maharashtra,,644.0,47298.0,2022-06-11
India,Berlin,73499.0,3641.0,26476.0,2021-09-21
United Kingdom,Moscow,74374.0,1409.0,63616.0,2020-10-16
Mexico,Berlin,66226.0,4796.0,63321.0,2022-09-25
Spain,Berlin,46167.0,2749.0,12704.0,2020-03-01
India,Karnataka,,3180.0,,2022-07-25
Germany,Paris,,1875.0,7894.0,2021-01-23
Spain,Texas,62365.0,1965.0,65314.0,2022-04-26
Mexico,Karnataka,68381.0,4687.0,34093.0,2022-03-28
United States,California,47710.0,2228.0,42464.0,2022-06-18
Italy,California,17766.0,1399.0,,2021-07-16
Mexico,New York,13780.0,4889.0,943.0,2021-07-17
United Kingdom,New York,49458.0,3140.0,,2021-09-25
United Kingdom,Maharashtra,57221.0,4286.0,,2021-11-09
United Kingdom,California,2509.0,4124.0,44165.0,2020-01-08
United Kingdom,Paris,90493.0,,,2021-01-03
Mexico,Karnataka,35346.0,3176.0,68747.0,2020-02-14
Italy,Moscow,83799.0,1255.0,,2020-12-09
Brazil,Paris,,63.0,25698.0,2022-01-26
United Kingdom,New York,27148.0,2920.0,55240.0,2022-03-06
Brazil,Florida,32533.0,2406.0,22988.0,2021-01-09
Italy,Paris,79467.0,452.0,39015.0,2021-09-10
Italy,Paris,2359.0,4685.0,,2020-01-27
Spain,Paris,91068.0,3621.0,2419.0,2020-07-11
India,Paris,61313.0,4387.0,50570.0,2022-07-18
Germany,Paris,21344.0,2417.0,63113.0,2022-04-28
France,New York,70778.0,832.0,47503.0,2020-12-22
Germany,California,21601.0,3712.0,48978.0,2020-03-02
Mexico,Berlin,,2949.0,,2020-03-02
France,Paris,57985.0,4746.0,46746.0,2021-02-25
Italy,Paris,31782.0,,37149.0,2022-03-04
Germany,Texas,50819.0,2026.0,59530.0,2021-09-24
Russia,California,85416.0,572.0,53561.0,2022-03-02
India,Berlin,70035.0,2548.0,2499.0,2021-07-04
Germany,Moscow,,350.0,15349.0,2021-01-14
India,Moscow,45458.0,4577.0,53300.0,2020-10-03
Brazil,Florida,92556.0,3785.0,5945.0,2021-08-28
Mexico,London,9080.0,2306.0,18540.0,2021-03-06
India,Karnataka,89743.0,,64815.0,2020-04-24
Brazil,Texas,34957.0,1126.0,746.0,2021-11-18
United Kingdom,California,14908.0,1918.0,31653.0,2020-04-30
Brazil,California,97188.0,1427.0,5712.0,2021-06-08
Mexico,London,96880.0,4929.0,3839.0,2022-09-23
Spain,Florida,91570.0,1301.0,56738.0,2022-06-17
United Kingdom,Maharashtra,92324.0,3498.0,19894.0,2021-02-19
Italy,New York,79287.0,4737.0,54371.0,2020-06-11
United States,Florida,48482.0,3664.0,35107.0,2022-02-25
Brazil,Berlin,99375.0,,,2022-06-28
Brazil,Florida,39314.0,3334.0,4895.0,2021-11-18
India,London,75921.0,1990.0,15790.0,2022-09-08
Italy,London,84768.0,2949.0,65578.0,2020-12-02
Germany,Karnataka,16831.0,1339.0,4191.0,2021-01-13
Russia,Texas,21125.0,1243.0,7970.0,2020-11-19
France,Paris,,1763.0,4341.0,2020-06-21
Brazil,Moscow,46708.0,2810.0,63697.0,2022-09-26
Germany,London,18682.0,2943.0,56273.0,2022-02-25
Russia,Karnataka,83824.0,2769.0,18276.0,2020-03-04
France,New York,,2785.0,,2020-04-10
United States,Moscow,60372.0,3497.0,4800.0,2020-11-17
India,Maharashtra,,3860.0,3838.0,2022-09-01
Germany,California,54863.0,,63101.0,2020-03-06
India,New York,90941.0,900.0,,2022-04-22
France,Maharashtra,39737.0,2075.0,36782.0,2021-07-10
